https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Moffle.JPG/1440px-Moffle.JPG?download,GFDL
https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Burmese_snack_street_vendor_in_Yangon.jpg/1440px-Burmese_snack_street_vendor_in_Yangon.jpg?download,CC BY 2.0
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Chocolate_Moron.jpg/720px-Chocolate_Moron.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Mujaddara.jpg/1620px-Mujaddara.jpg?download,GFDL
https://upload.wikimedia.org/wikipedia/commons/c/c6/PuffedRice.jpg?download,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Nasi_ambeng.jpg/1440px-Nasi_ambeng.jpg?download,CC BY-SA 2.0
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Nasi_kerabu.jpg/1609px-Nasi_kerabu.jpg?download,CC BY 2.0
https://upload.wikimedia.org/wikipedia/commons/e/eb/NasiKucing.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Nasi_Kuning_Ibu_Sulastri.jpg/1198px-Nasi_Kuning_Ibu_Sulastri.jpg?download,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Nasi_Liwet_Solo.jpg/1440px-Nasi_Liwet_Solo.jpg?download,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Nasi_Padang_Pak_Nurdin.jpg/1388px-Nasi_Padang_Pak_Nurdin.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Nasi_Tim_Ayam_in_Jakarta.jpg/1333px-Nasi_Tim_Ayam_in_Jakarta.jpg?download,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/NasiTimbelAyamPenyet.JPG/1624px-NasiTimbelAyamPenyet.JPG?download,GFDL
https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Makanan_Khas_Sunda.jpg/1757px-Makanan_Khas_Sunda.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/8/88/Korean_scorched_rice_dish-Nurungji-02.jpg?download,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/7/7c/Ofada_rise_with_fried_plantain_and_beaf.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Okowa_Bento_by_Yonehachi%2C_Takashimaya_Singapore.jpg/1280px-Okowa_Bento_by_Yonehachi%2C_Takashimaya_Singapore.jpg,CC BY-SA 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Ukoy_%28shrimp_fritters%29_from_Vigan%2C_Philippines.jpg/1613px-Ukoy_%28shrimp_fritters%29_from_Vigan%2C_Philippines.jpg?download,CC BY 2.0
https://upload.wikimedia.org/wikipedia/commons/4/43/%E5%B0%8F%E6%96%99%E7%90%86%E3%83%90%E3%83%AB%E3%81%95%E3%81%8F%E3%82%89_%E7%89%B9%E8%A3%BD%E3%81%8A%E3%81%AB%E3%81%8E%E3%82%8A.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Orez_Shu%27it_rice_and_beans.jpg/1074px-Orez_Shu%27it_rice_and_beans.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Pabell%C3%B3n_Criollo_Venezolano.jpg/1192px-Pabell%C3%B3n_Criollo_Venezolano.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Palitaw_Sm.jpg/720px-Palitaw_Sm.jpg?download,CC BY 3.0
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Pakhala_01.jpg/1620px-Pakhala_01.jpg?download,CC BY-SA 4.0
https://upload.wikimedia.org/wikipedia/commons/e/e6/Panta_Ilish.jpg?download,CC BY-SA 2.0
https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Panyalam.jpg/1620px-Panyalam.jpg?download,CC BY 2.0
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Maranao_chicken_pater_with_palapa_and_kuning_%28turmeric_rice%29_from_Bukidnon%2C_Philippines_04.jpg/1920px-Maranao_chicken_pater_with_palapa_and_kuning_%28turmeric_rice%29_from_Bukidnon%2C_Philippines_04.jpg?download,CC0
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Baghali_Polo.png/1074px-Baghali_Polo.png?download,CC BY-SA 3.0
